game_pk,hp_umpire_id,hp_umpire_name,game_total_k
746890,521051,Nick Mahrley,17
746891,503077,Adam Hamari,17
746892,623945,Alex MacKay,18
746893,554242,Edwin Moscoso,17
746894,483569,Vic Carapazza,20
746895,623938,Erich Bacchus,16
746896,482631,Mike Estabrook,29
746897,427113,Laz Diaz,16
746898,427248,Dan Iassogna,12
746899,521251,Ben May,13
746900,427044,CB Bucknor,19
746901,427139,Doug Eddings,14
746902,427344,Bill Miller,19
746903,503493,Sean Barber,15
746904,665281,Brian Walsh,17
746905,484198,Alan Porter,28
746906,503502,Ryan Blakney,16
746907,605674,Ryan Wills,23
746908,607884,Paul Clemons,20
746909,431232,Chad Fairchild,21
746910,427164,Andy Fletcher,15
746911,483912,Mike Muchlinski,17
746912,545402,John Bacon,12
746913,639723,Brennan Miller,20
746914,482620,Chris Conroy,11
746915,607884,Paul Clemons,14
746916,427366,Brian O'Nora,11
746917,482608,Scott Barry,20
746918,427013,Lance Barksdale,15
746919,427113,Laz Diaz,13
746920,544728,Nic Lentz,15
746921,482631,Mike Estabrook,24
746922,605670,Dan Merzel,24
746923,490319,Jordan Baker,21
746924,623938,Erich Bacchus,15
746925,484183,Cory Blaser,17
746926,596740,Jansen Visconti,14
746927,427053,Mark Carlson,16
746928,427164,Andy Fletcher,22
746929,521051,Nick Mahrley,16
746930,503077,Adam Hamari,16
746931,483630,John Tumpane,17
746932,665281,Brian Walsh,15
746933,427537,Hunter Wendelstedt,18
746934,427044,CB Bucknor,23
746935,644760,Adam Beck,24
746936,483569,Vic Carapazza,12
746937,521251,Ben May,25
746938,485856,Jonathan Parra,9
746939,428442,James Hoye,13
746940,427128,Rob Drake,19
746941,607884,Paul Clemons,14
746942,431232,Chad Fairchild,24
746943,482663,David Rackley,20
746944,623945,Alex MacKay,20
746945,483564,Dan Bellino,19
746946,605673,Alex Tosi,21
746947,427413,Tony Randazzo,25
746948,658292,Derek Thomas,14
746949,594151,Ramon De Jesus,20
746950,482663,David Rackley,19
746951,639723,Brennan Miller,18
746952,429805,Todd Tichenor,19
746953,621660,Emil Jimenez,15
746954,598411,Nestor Ceja,26
746955,484183,Cory Blaser,16
746956,427286,Brian Knight,16
746957,573597,Gabe Morales,21
746958,427197,Chris Guccione,15
746959,605673,Alex Tosi,18
746960,427093,Phil Cuzzi,24
746961,427413,Tony Randazzo,17
746962,665297,Tom Hanahan,29
746963,639723,Brennan Miller,19
746964,482620,Chris Conroy,17
746965,427366,Brian O'Nora,14
746966,623949,Clint Vondrak,15
746967,427520,Larry Vanover,21
746968,605672,Jeremie Rehak,21
746969,427533,Mark Wegner,13
746970,427315,Alfonso Márquez,16
746971,482663,David Rackley,13
746972,503490,Chris Segal,15
746973,577468,Roberto Ortiz,20
746974,483561,Lance Barrett,16
746975,547380,Carlos Torres,20
746976,483919,Mark Ripperger,17
746977,605672,Jeremie Rehak,15
746978,431232,Chad Fairchild,16
746979,605674,Ryan Wills,21
746980,427129,Bruce Dreckman,24
746981,427533,Mark Wegner,18
746982,644760,Adam Beck,21
746983,521251,Ben May,16
746984,427044,CB Bucknor,23
746985,605670,Dan Merzel,22
746986,427129,Bruce Dreckman,18
746987,521889,Stu Scheurwater,26
746988,596805,John Libka,17
746989,427533,Mark Wegner,19
746990,605671,Charlie Ramos,14
746991,427537,Hunter Wendelstedt,18
746992,427243,Marvin Hudson,17
746993,623945,Alex MacKay,17
746994,483919,Mark Ripperger,17
746995,483561,Lance Barrett,14
746996,577468,Roberto Ortiz,18
746997,521251,Ben May,15
746998,623945,Alex MacKay,15
746999,511890,Quinn Wolcott,16
747000,483564,Dan Bellino,12
747001,605674,Ryan Wills,20
747002,665281,Brian Walsh,18
747003,482641,Adrian Johnson,17
747004,605673,Alex Tosi,12
747005,485856,Jonathan Parra,16
747006,503502,Ryan Blakney,19
747007,594151,Ramon De Jesus,15
747008,427554,Jim Wolf,20
747009,621660,Emil Jimenez,22
747010,503493,Sean Barber,12
747011,545402,John Bacon,11
747012,504381,Will Little,18
747013,544728,Nic Lentz,19
747014,521889,Stu Scheurwater,20
747015,427053,Mark Carlson,16
747016,658292,Derek Thomas,20
747017,484183,Cory Blaser,14
747018,484499,Manny Gonzalez,9
747019,427093,Phil Cuzzi,11
747020,598411,Nestor Ceja,12
747021,573769,Jeremy Riggs,25
747022,483564,Dan Bellino,12
747023,482631,Mike Estabrook,23
747024,427113,Laz Diaz,17
747025,605671,Charlie Ramos,22
747026,623946,Malachi Moore,19
747027,489985,Chad Whitson,16
747028,427344,Bill Miller,14
747029,431232,Chad Fairchild,20
747030,607884,Paul Clemons,7
747031,482608,Scott Barry,13
747032,605674,Ryan Wills,15
747033,483912,Mike Muchlinski,24
747034,427164,Andy Fletcher,14
747035,484183,Cory Blaser,18
747036,598411,Nestor Ceja,15
747037,429805,Todd Tichenor,6
747038,431232,Chad Fairchild,18
747039,608093,Junior Valentine,15
747040,482620,Chris Conroy,12
747041,489985,Chad Whitson,12
747042,427344,Bill Miller,19
747043,545402,John Bacon,13
747044,427248,Dan Iassogna,20
747045,427128,Rob Drake,23
747046,521251,Ben May,9
747047,427044,CB Bucknor,16
747048,644760,Adam Beck,18
747049,482663,David Rackley,21
747050,596805,John Libka,18
747051,482608,Scott Barry,16
747052,428442,James Hoye,15
747053,665281,Brian Walsh,17
747054,483569,Vic Carapazza,16
747055,503077,Adam Hamari,20
747056,623945,Alex MacKay,17
747057,427366,Brian O'Nora,15
747058,639723,Brennan Miller,16
747059,607884,Paul Clemons,16
747060,482641,Adrian Johnson,19
747061,427113,Laz Diaz,21
747062,594151,Ramon De Jesus,17
747063,482608,Scott Barry,19
747064,483564,Dan Bellino,18
747065,623938,Erich Bacchus,16
747066,504381,Will Little,25
747067,490319,Jordan Baker,14
747068,482631,Mike Estabrook,14
747069,521889,Stu Scheurwater,15
747070,596805,John Libka,13
747071,605670,Dan Merzel,18
747072,427139,Doug Eddings,19
747073,596740,Jansen Visconti,24
747074,427344,Bill Miller,19
747075,427164,Andy Fletcher,22
747076,623946,Malachi Moore,13
747077,545402,John Bacon,14
747078,594151,Ramon De Jesus,23
747079,483912,Mike Muchlinski,19
747080,482641,Adrian Johnson,12
747081,605674,Ryan Wills,20
747082,598411,Nestor Ceja,25
747083,429805,Todd Tichenor,25
747084,484183,Cory Blaser,12
747085,665281,Brian Walsh,31
747086,547380,Carlos Torres,18
747087,658536,Austin Jones,19
747088,598411,Nestor Ceja,23
747089,429805,Todd Tichenor,25
747090,482663,David Rackley,19
747091,427243,Marvin Hudson,25
747092,484499,Manny Gonzalez,19
747093,482663,David Rackley,16
747094,658292,Derek Thomas,17
747095,521051,Nick Mahrley,18
747096,427520,Larry Vanover,26
747097,427113,Laz Diaz,19
747098,482631,Mike Estabrook,19
747099,503586,Tripp Gibson,23
747100,596809,Ryan Additon,23
747101,482663,David Rackley,21
747102,427139,Doug Eddings,18
747103,503493,Sean Barber,19
747104,486200,David Arrieta,22
747105,427520,Larry Vanover,21
747106,573769,Jeremy Riggs,23
747107,427413,Tony Randazzo,18
747108,427093,Phil Cuzzi,20
747109,503490,Chris Segal,22
747110,427128,Rob Drake,17
747111,428442,James Hoye,12
747112,482663,David Rackley,17
747113,608158,Nate Tomlinson,18
747114,511890,Quinn Wolcott,18
747115,544728,Nic Lentz,20
747116,596805,John Libka,17
747117,504381,Will Little,22
747118,427013,Lance Barksdale,20
747119,427093,Phil Cuzzi,15
747120,665297,Tom Hanahan,20
747121,605673,Alex Tosi,13
747122,427413,Tony Randazzo,24
747123,594151,Ramon De Jesus,19
747124,608093,Junior Valentine,15
747125,427554,Jim Wolf,18
747126,427554,Jim Wolf,16
747127,484198,Alan Porter,16
747128,511890,Quinn Wolcott,18
747129,427197,Chris Guccione,18
747130,427128,Rob Drake,12
747131,427286,Brian Knight,20
747132,485856,Jonathan Parra,19
747133,665576,Brock Ballou,16
747134,428442,James Hoye,11
747135,427248,Dan Iassogna,19
747136,644760,Adam Beck,16
747137,605671,Charlie Ramos,10
747138,547380,Carlos Torres,13
747139,482608,Scott Barry,18
747140,483919,Mark Ripperger,16
747141,503077,Adam Hamari,18
747142,608093,Junior Valentine,20
747143,623945,Alex MacKay,16
747144,577468,Roberto Ortiz,25
747145,605673,Alex Tosi,16
747146,490319,Jordan Baker,14
747147,521889,Stu Scheurwater,17
747148,503586,Tripp Gibson,8
747149,483561,Lance Barrett,12
747150,427315,Alfonso Márquez,25
747151,623938,Erich Bacchus,25
747152,427093,Phil Cuzzi,22
747153,482631,Mike Estabrook,21
747154,427413,Tony Randazzo,9
747155,594151,Ramon De Jesus,16
747156,511890,Quinn Wolcott,15
747157,608093,Junior Valentine,17
747158,482641,Adrian Johnson,11
747159,427344,Bill Miller,14
747160,427129,Bruce Dreckman,17
747161,503493,Sean Barber,20
747162,621660,Emil Jimenez,21
747163,427533,Mark Wegner,17
747164,544728,Nic Lentz,16
747165,605672,Jeremie Rehak,17
747166,427013,Lance Barksdale,15
747167,431232,Chad Fairchild,15
747168,504381,Will Little,20
747169,658292,Derek Thomas,17
747170,547380,Carlos Torres,10
747171,427044,CB Bucknor,15
747172,605674,Ryan Wills,8
747173,644760,Adam Beck,21
747174,521251,Ben May,15
747175,427139,Doug Eddings,18
747176,573597,Gabe Morales,16
747177,596809,Ryan Additon,9
747178,484499,Manny Gonzalez,15
747179,484183,Cory Blaser,15
747180,607884,Paul Clemons,20
747181,429805,Todd Tichenor,13
747182,665281,Brian Walsh,18
747183,605673,Alex Tosi,24
747184,596740,Jansen Visconti,18
747185,483912,Mike Muchlinski,11
747186,503077,Adam Hamari,15
747187,521051,Nick Mahrley,18
747188,427164,Andy Fletcher,9
747189,427243,Marvin Hudson,17
747190,503077,Adam Hamari,11
747191,483630,John Tumpane,15
747192,554242,Edwin Moscoso,13
747193,665281,Brian Walsh,14
747194,596809,Ryan Additon,10
747195,427197,Chris Guccione,20
747196,427286,Brian Knight,17
747197,596805,John Libka,21
747198,503490,Chris Segal,12
747199,482666,D.J. Reyburn,15
747200,427128,Rob Drake,11
747201,482663,David Rackley,20
747202,608158,Nate Tomlinson,22
747203,490319,Jordan Baker,16
747204,427053,Mark Carlson,21
747205,521889,Stu Scheurwater,12
747206,427093,Phil Cuzzi,10
747207,594151,Ramon De Jesus,16
747208,605673,Alex Tosi,19
747209,483564,Dan Bellino,13
747210,608093,Junior Valentine,14
747211,511890,Quinn Wolcott,6
747212,608158,Nate Tomlinson,14
747213,503493,Sean Barber,19
747214,484198,Alan Porter,13
747215,482641,Adrian Johnson,10
747216,608093,Junior Valentine,13
747217,511890,Quinn Wolcott,17
747218,427520,Larry Vanover,11
747219,665281,Brian Walsh,18
747220,482608,Scott Barry,15
747221,427413,Tony Randazzo,14
747222,605673,Alex Tosi,15
747223,427093,Phil Cuzzi,13
747224,483564,Dan Bellino,15
776135,623946,Malachi Moore,18
776136,621660,Emil Jimenez,19
776137,427243,Marvin Hudson,19
776138,691042,Willie Traynor,22
776139,521889,Stu Scheurwater,24
776140,427248,Dan Iassogna,18
776141,665298,Dexter Kelley,27
776142,521251,Ben May,19
776143,483569,Vic Carapazza,21
776144,573597,Gabe Morales,22
776145,483564,Dan Bellino,26
776146,608093,Junior Valentine,15
776147,482666,D.J. Reyburn,17
776148,482663,David Rackley,17
776149,658292,Derek Thomas,18
776150,605670,Dan Merzel,21
776151,483919,Mark Ripperger,18
776152,644760,Adam Beck,19
776153,427139,Doug Eddings,20
776154,545402,John Bacon,14
776155,427164,Andy Fletcher,17
776156,665576,Brock Ballou,19
776157,598411,Nestor Ceja,23
776158,596805,John Libka,21
776159,427093,Phil Cuzzi,20
776160,676580,Steven Jaschinski,24
776161,554242,Edwin Moscoso,20
776162,594151,Ramon De Jesus,19
776163,482641,Adrian Johnson,24
776164,577468,Roberto Ortiz,21
776165,668921,Jen Pawol,21
776166,503586,Tripp Gibson,17
776167,427344,Bill Miller,21
776168,490319,Jordan Baker,26
776169,596740,Jansen Visconti,17
776170,427013,Lance Barksdale,19
776171,482608,Scott Barry,16
776172,484183,Cory Blaser,16
776173,427197,Chris Guccione,10
776174,427044,CB Bucknor,20
776175,428442,James Hoye,20
776176,664263,Edwin Jimenez,23
776177,427413,Tony Randazzo,15
776178,665281,Brian Walsh,22
776179,605673,Alex Tosi,19
776180,427129,Bruce Dreckman,16
776181,429805,Todd Tichenor,21
776182,544728,Nic Lentz,22
776183,575629,Shane Livensparger,18
776184,623949,Clint Vondrak,16
776185,503502,Ryan Blakney,22
776186,483912,Mike Muchlinski,13
776187,503493,Sean Barber,21
776188,658082,Jacob Metz,16
776189,639723,Brennan Miller,18
776190,511890,Quinn Wolcott,22
776191,503077,Adam Hamari,22
776192,621660,Emil Jimenez,22
776193,427243,Marvin Hudson,22
776194,545402,John Bacon,19
776195,521889,Stu Scheurwater,16
776196,607884,Paul Clemons,19
776197,504381,Will Little,15
776198,431232,Chad Fairchild,22
776199,483564,Dan Bellino,17
776200,658325,Tyler Jones,20
776201,482631,Mike Estabrook,21
776202,482641,Adrian Johnson,26
776203,676581,James Jean,15
776204,489985,Chad Whitson,18
776205,482666,D.J. Reyburn,13
776206,573597,Gabe Morales,15
776207,427013,Lance Barksdale,20
776208,605670,Dan Merzel,13
776209,596805,John Libka,18
776210,427533,Mark Wegner,15
776211,623946,Malachi Moore,18
776212,644760,Adam Beck,26
776213,608093,Junior Valentine,16
776214,521251,Ben May,6
776215,483569,Vic Carapazza,20
776216,427093,Phil Cuzzi,17
776217,427139,Doug Eddings,15
776218,554242,Edwin Moscoso,29
776219,484499,Manny Gonzalez,17
776220,427164,Andy Fletcher,14
776221,427248,Dan Iassogna,17
776222,577468,Roberto Ortiz,21
776223,598411,Nestor Ceja,13
776224,594151,Ramon De Jesus,17
776225,521051,Nick Mahrley,16
776226,490319,Jordan Baker,22
776227,596809,Ryan Additon,16
776228,608158,Nate Tomlinson,13
776229,429805,Todd Tichenor,9
776230,484183,Cory Blaser,13
776231,428442,James Hoye,14
776232,427344,Bill Miller,21
776233,504381,Will Little,22
776234,668921,Jen Pawol,17
776235,483561,Lance Barrett,22
776236,503490,Chris Segal,23
776237,483630,John Tumpane,19
776238,547380,Carlos Torres,17
776239,665281,Brian Walsh,11
776240,664263,Edwin Jimenez,30
776241,431232,Chad Fairchild,15
776242,521889,Stu Scheurwater,14
776243,658082,Jacob Metz,16
776244,503493,Sean Barber,12
776245,503077,Adam Hamari,10
776246,605673,Alex Tosi,17
776247,427554,Jim Wolf,12
776248,575629,Shane Livensparger,20
776249,621660,Emil Jimenez,19
776250,482631,Mike Estabrook,17
776251,545402,John Bacon,17
776252,605672,Jeremie Rehak,22
776253,665576,Brock Ballou,19
776254,482663,David Rackley,16
776255,573597,Gabe Morales,13
776256,427013,Lance Barksdale,20
776257,511890,Quinn Wolcott,21
776258,521251,Ben May,17
776259,639723,Brennan Miller,19
776260,676581,James Jean,11
776261,484198,Alan Porter,21
776262,483912,Mike Muchlinski,21
776263,483569,Vic Carapazza,26
776264,623938,Erich Bacchus,15
776265,482666,D.J. Reyburn,17
776266,658536,Austin Jones,15
776267,489985,Chad Whitson,16
776268,427315,Alfonso Márquez,14
776269,427113,Laz Diaz,12
776270,427139,Doug Eddings,14
776271,605674,Ryan Wills,19
776272,577468,Roberto Ortiz,16
776273,482641,Adrian Johnson,17
776274,427129,Bruce Dreckman,18
776275,482620,Chris Conroy,21
776276,623945,Alex MacKay,19
776277,668921,Jen Pawol,8
776278,594151,Ramon De Jesus,26
776279,605670,Dan Merzel,16
776280,598411,Nestor Ceja,20
776281,521051,Nick Mahrley,17
776282,554242,Edwin Moscoso,21
776283,596809,Ryan Additon,20
776284,596805,John Libka,16
776285,665281,Brian Walsh,18
776286,664263,Edwin Jimenez,20
776287,605671,Charlie Ramos,17
776288,503490,Chris Segal,13
776289,427344,Bill Miller,12
776290,427366,Brian O'Nora,12
776291,608158,Nate Tomlinson,22
776292,484499,Manny Gonzalez,14
776293,665298,Dexter Kelley,12
776294,490319,Jordan Baker,6
776295,575629,Shane Livensparger,21
776296,665297,Tom Hanahan,22
776297,429805,Todd Tichenor,12
776298,428442,James Hoye,14
776299,658082,Jacob Metz,20
776300,504381,Will Little,18
776301,484183,Cory Blaser,17
776302,431232,Chad Fairchild,11
776303,605672,Jeremie Rehak,24
776304,427554,Jim Wolf,17
776305,623938,Erich Bacchus,17
776306,482663,David Rackley,21
776307,511890,Quinn Wolcott,18
776308,547380,Carlos Torres,25
776309,521889,Stu Scheurwater,16
776310,483919,Mark Ripperger,15
776311,503077,Adam Hamari,22
776312,427013,Lance Barksdale,16
776313,503493,Sean Barber,19
776314,489985,Chad Whitson,23
776315,594151,Ramon De Jesus,15
776316,427113,Laz Diaz,28
776317,573597,Gabe Morales,27
776318,483561,Lance Barrett,12
776319,605673,Alex Tosi,13
776320,596740,Jansen Visconti,19
776321,521251,Ben May,17
776322,521051,Nick Mahrley,16
776323,676581,James Jean,15
776324,427197,Chris Guccione,21
776325,503586,Tripp Gibson,13
776326,639723,Brennan Miller,21
776327,545402,John Bacon,10
776328,577468,Roberto Ortiz,19
776329,427413,Tony Randazzo,18
776330,605674,Ryan Wills,21
776331,482631,Mike Estabrook,17
776332,484198,Alan Porter,15
776333,427139,Doug Eddings,26
776334,427315,Alfonso Márquez,14
776335,427044,CB Bucknor,17
776336,658536,Austin Jones,17
776337,554242,Edwin Moscoso,21
776338,503502,Ryan Blakney,17
776339,482620,Chris Conroy,18
776340,427533,Mark Wegner,11
776341,598411,Nestor Ceja,15
776342,605671,Charlie Ramos,14
776343,483569,Vic Carapazza,13
776344,596809,Ryan Additon,17
776345,621660,Emil Jimenez,18
776346,623949,Clint Vondrak,16
776347,623945,Alex MacKay,17
776348,427366,Brian O'Nora,15
776349,427248,Dan Iassogna,19
776350,427344,Bill Miller,18
776351,623946,Malachi Moore,16
776352,427243,Marvin Hudson,18
776353,658082,Jacob Metz,17
776354,547380,Carlos Torres,13
776355,482663,David Rackley,11
776356,665297,Tom Hanahan,11
776357,429805,Todd Tichenor,23
776358,608158,Nate Tomlinson,19
776359,482608,Scott Barry,8
776360,483564,Dan Bellino,14
776361,623938,Erich Bacchus,13
776362,483912,Mike Muchlinski,27
776363,504381,Will Little,18
776364,485856,Jonathan Parra,14
776365,503077,Adam Hamari,23
776366,503490,Chris Segal,15
776367,427113,Laz Diaz,15
776368,427164,Andy Fletcher,19
776369,605672,Jeremie Rehak,15
776370,427093,Phil Cuzzi,16
776371,521889,Stu Scheurwater,23
776372,427554,Jim Wolf,19
776373,521251,Ben May,25
776374,573597,Gabe Morales,16
776375,483561,Lance Barrett,20
776376,608093,Junior Valentine,16
776377,431232,Chad Fairchild,17
776378,544728,Nic Lentz,23
776379,676581,James Jean,16
776380,575629,Shane Livensparger,22
776381,644760,Adam Beck,20
776382,427413,Tony Randazzo,12
776383,596740,Jansen Visconti,21
776384,605674,Ryan Wills,21
776385,639723,Brennan Miller,14
776386,482631,Mike Estabrook,20
776387,484198,Alan Porter,22
776388,483569,Vic Carapazza,24
776389,427129,Bruce Dreckman,16
776390,668921,Jen Pawol,16
776391,489985,Chad Whitson,14
776392,503586,Tripp Gibson,17
776393,482620,Chris Conroy,15
776394,427139,Doug Eddings,12
776395,427315,Alfonso Márquez,16
776396,598411,Nestor Ceja,23
776397,427366,Brian O'Nora,8
776398,658536,Austin Jones,20
776399,621660,Emil Jimenez,16
776400,427197,Chris Guccione,18
776401,623945,Alex MacKay,22
776402,427044,CB Bucknor,18
776403,623949,Clint Vondrak,16
776404,596809,Ryan Additon,22
776405,504381,Will Little,19
776406,605671,Charlie Ramos,10
776407,577468,Roberto Ortiz,20
776408,427533,Mark Wegner,19
776409,623938,Erich Bacchus,10
776410,429805,Todd Tichenor,18
776411,503502,Ryan Blakney,26
776412,427248,Dan Iassogna,13
776413,483564,Dan Bellino,15
776414,427344,Bill Miller,12
776415,427243,Marvin Hudson,14
776416,482608,Scott Barry,24
776417,665576,Brock Ballou,18
776418,483912,Mike Muchlinski,13
776419,665281,Brian Walsh,21
776420,427093,Phil Cuzzi,20
776421,623946,Malachi Moore,17
776422,608158,Nate Tomlinson,19
776423,427554,Jim Wolf,18
776424,503586,Tripp Gibson,16
776425,484499,Manny Gonzalez,16
776426,482666,D.J. Reyburn,11
776427,605672,Jeremie Rehak,21
776428,658292,Derek Thomas,14
776429,658082,Jacob Metz,21
776430,431232,Chad Fairchild,17
776431,521251,Ben May,16
776432,573597,Gabe Morales,23
776433,596805,John Libka,18
776434,658325,Tyler Jones,13
776435,676581,James Jean,16
776436,484198,Alan Porter,13
776437,644760,Adam Beck,12
776438,427164,Andy Fletcher,20
776439,544728,Nic Lentz,18
776440,427413,Tony Randazzo,17
776441,594151,Ramon De Jesus,18
776442,482663,David Rackley,19
776443,639723,Brennan Miller,17
776444,664263,Edwin Jimenez,29
776445,427044,CB Bucknor,16
776446,427129,Bruce Dreckman,12
776447,521889,Stu Scheurwater,16
776448,608093,Junior Valentine,13
776449,427139,Doug Eddings,23
776450,521051,Nick Mahrley,19
776451,596740,Jansen Visconti,15
776452,484183,Cory Blaser,16
776453,607884,Paul Clemons,16
776454,483630,John Tumpane,18
776455,623949,Clint Vondrak,14
776456,428442,James Hoye,14
776457,623945,Alex MacKay,12
776458,658536,Austin Jones,20
776459,503490,Chris Segal,20
776460,605670,Dan Merzel,21
776461,483919,Mark Ripperger,23
776462,691042,Willie Traynor,18
776463,427197,Chris Guccione,14
776464,482641,Adrian Johnson,18
776465,621660,Emil Jimenez,22
776466,665576,Brock Ballou,17
776467,483564,Dan Bellino,17
776468,577468,Roberto Ortiz,17
776469,482608,Scott Barry,19
776470,665297,Tom Hanahan,15
776471,427554,Jim Wolf,17
776472,665281,Brian Walsh,18
776473,623946,Malachi Moore,21
776474,490319,Jordan Baker,16
776475,427533,Mark Wegner,22
776476,605673,Alex Tosi,16
776477,482620,Chris Conroy,15
776478,503493,Sean Barber,13
776479,658082,Jacob Metz,17
776480,483912,Mike Muchlinski,17
776481,427344,Bill Miller,9
776482,605672,Jeremie Rehak,20
776483,503502,Ryan Blakney,8
776484,644760,Adam Beck,22
776485,484499,Manny Gonzalez,13
776486,427093,Phil Cuzzi,18
776487,427164,Andy Fletcher,14
776488,482663,David Rackley,13
776489,594151,Ramon De Jesus,22
776490,482666,D.J. Reyburn,12
776491,608158,Nate Tomlinson,19
776492,427413,Tony Randazzo,16
776493,658292,Derek Thomas,17
776494,573597,Gabe Morales,22
776495,431232,Chad Fairchild,20
776496,544728,Nic Lentz,13
776497,427243,Marvin Hudson,18
776498,639723,Brennan Miller,17
776499,521051,Nick Mahrley,19
776500,484198,Alan Porter,15
776501,596805,John Libka,19
776502,427044,CB Bucknor,14
776503,658325,Tyler Jones,15
776504,676581,James Jean,18
776505,521251,Ben May,12
776506,596740,Jansen Visconti,19
776507,511890,Quinn Wolcott,16
776508,427197,Chris Guccione,22
776509,623949,Clint Vondrak,21
776510,483919,Mark Ripperger,19
776511,545402,John Bacon,19
776512,664263,Edwin Jimenez,15
776513,484183,Cory Blaser,19
776514,503077,Adam Hamari,19
776515,427113,Laz Diaz,11
776516,607884,Paul Clemons,17
776517,691042,Willie Traynor,21
776518,676580,Steven Jaschinski,26
776519,658536,Austin Jones,19
776520,605670,Dan Merzel,27
776521,575629,Shane Livensparger,13
776522,547380,Carlos Torres,23
776523,483564,Dan Bellino,14
776524,554242,Edwin Moscoso,9
776525,490319,Jordan Baker,17
776526,623945,Alex MacKay,9
776527,482631,Mike Estabrook,17
776528,605674,Ryan Wills,12
776529,665297,Tom Hanahan,24
776530,605673,Alex Tosi,16
776531,544728,Nic Lentz,19
776532,483561,Lance Barrett,25
776533,665281,Brian Walsh,17
776534,427093,Phil Cuzzi,24
776535,623946,Malachi Moore,18
776536,503493,Sean Barber,12
776537,427533,Mark Wegner,20
776538,489985,Chad Whitson,16
776539,503490,Chris Segal,17
776540,427013,Lance Barksdale,16
776541,484499,Manny Gonzalez,10
776542,427554,Jim Wolf,12
776543,483569,Vic Carapazza,14
776544,605671,Charlie Ramos,21
776545,658292,Derek Thomas,21
776546,427366,Brian O'Nora,21
776547,608158,Nate Tomlinson,14
776548,427164,Andy Fletcher,15
776549,427248,Dan Iassogna,20
776550,482663,David Rackley,15
776551,482666,D.J. Reyburn,18
776552,427315,Alfonso Márquez,9
776553,676581,James Jean,10
776554,605670,Dan Merzel,16
776555,596805,John Libka,20
776556,429805,Todd Tichenor,20
776557,427197,Chris Guccione,12
776558,596740,Jansen Visconti,15
776559,427413,Tony Randazzo,19
776560,665576,Brock Ballou,9
776561,504381,Will Little,14
776562,594151,Ramon De Jesus,28
776563,484198,Alan Porter,16
776564,521051,Nick Mahrley,16
776565,658325,Tyler Jones,14
776566,427044,CB Bucknor,14
776567,547380,Carlos Torres,19
776568,490319,Jordan Baker,18
776569,658536,Austin Jones,10
776570,623938,Erich Bacchus,18
776571,428442,James Hoye,19
776572,484183,Cory Blaser,12
776573,623949,Clint Vondrak,24
776574,511890,Quinn Wolcott,17
776575,545402,John Bacon,16
776576,554242,Edwin Moscoso,20
776577,664263,Edwin Jimenez,17
776578,521889,Stu Scheurwater,24
776579,483919,Mark Ripperger,17
776580,598411,Nestor Ceja,21
776581,575629,Shane Livensparger,11
776582,483561,Lance Barrett,16
776583,623946,Malachi Moore,19
776584,503077,Adam Hamari,17
776585,691042,Willie Traynor,25
776586,605673,Alex Tosi,23
776587,503493,Sean Barber,18
776588,427113,Laz Diaz,18
776589,658292,Derek Thomas,21
776590,483564,Dan Bellino,24
776591,544728,Nic Lentz,21
776592,623945,Alex MacKay,22
776593,484499,Manny Gonzalez,21
776594,607884,Paul Clemons,20
776595,605674,Ryan Wills,19
776596,427315,Alfonso Márquez,13
776597,482631,Mike Estabrook,20
776598,482608,Scott Barry,14
776599,427164,Andy Fletcher,5
776600,427533,Mark Wegner,17
776601,665297,Tom Hanahan,18
776602,482666,D.J. Reyburn,20
776603,482663,David Rackley,17
776604,483569,Vic Carapazza,24
776605,665281,Brian Walsh,14
776606,427139,Doug Eddings,17
776607,605670,Dan Merzel,14
776608,521051,Nick Mahrley,17
776609,427013,Lance Barksdale,19
776610,668921,Jen Pawol,13
776611,483630,John Tumpane,20
776612,427366,Brian O'Nora,18
776613,608093,Junior Valentine,21
776614,429805,Todd Tichenor,14
776615,427248,Dan Iassogna,15
776616,605671,Charlie Ramos,17
776617,427197,Chris Guccione,12
776618,511890,Quinn Wolcott,16
776619,490319,Jordan Baker,15
776620,596805,John Libka,14
776621,483919,Mark Ripperger,17
776622,503077,Adam Hamari,20
776623,482620,Chris Conroy,14
776624,427344,Bill Miller,16
776625,644760,Adam Beck,11
776626,577468,Roberto Ortiz,13
776627,547380,Carlos Torres,20
776628,484183,Cory Blaser,17
776629,623938,Erich Bacchus,16
776630,598411,Nestor Ceja,17
776631,658082,Jacob Metz,18
776632,427292,Ron Kulpa,23
776633,621660,Emil Jimenez,12
776634,544728,Nic Lentz,15
776635,596809,Ryan Additon,17
776636,554242,Edwin Moscoso,13
776637,605673,Alex Tosi,15
776638,428442,James Hoye,19
776639,521889,Stu Scheurwater,16
776640,482641,Adrian Johnson,19
776641,605672,Jeremie Rehak,18
776642,503493,Sean Barber,18
776643,427113,Laz Diaz,20
776644,605674,Ryan Wills,16
776645,521251,Ben May,13
776646,665297,Tom Hanahan,13
776647,483561,Lance Barrett,18
776648,545402,John Bacon,19
776649,691042,Willie Traynor,9
776650,483912,Mike Muchlinski,25
776651,658292,Derek Thomas,15
776652,639723,Brennan Miller,17
776653,664263,Edwin Jimenez,14
776654,427315,Alfonso Márquez,11
776655,482631,Mike Estabrook,9
776656,482666,D.J. Reyburn,14
776657,607884,Paul Clemons,18
